Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
AA,"Alcoa Corp",13,-0.18,-1.37%,12.92,13.13,12.48,10357400,07/31/20
AAN,"Aaron's Inc",52.18,-0.58,-1.10%,52,52.88,50.89,1570000,07/31/20
AAOI,"Applied Optoelect",14.21,0.34,+2.45%,14.07,14.8,13.72,1207000,07/31/20
AAON,"Aaon Inc",59.25,1.01,+1.73%,57.67,59.3,57.67,261000,07/31/20
AAT,"American Assets Trust",27,0.67,+2.54%,26.12,27,25.88,447200,07/31/20
AAWW,"Atlas Air Ww",52.08,0.65,+1.26%,51.14,52.08,50.78,464100,07/31/20
ABCB,"Ameris Bancorp",23.07,-0.29,-1.24%,23.03,23.11,22.44,417500,07/31/20
ABEO,"Abeona Therapeutics",2.85,-0.04,-1.38%,2.88,2.9,2.74,651300,07/31/20
ABG,"Asbury Automotive Group Inc",100.15,-1.43,-1.41%,101.05,102.28,97.88,298200,07/31/20
ABM,"ABM Industries Incorporated",35.9,0.7,+1.99%,34.95,35.95,34.78,1278000,07/31/20
ABR,"Arbor Realty Trust",10.19,0.61,+6.37%,9.96,10.19,9.63,2980100,07/31/20
ABTX,"Allegiance Banc CS",24.39,-0.6,-2.40%,24.88,24.98,23.81,57000,07/31/20
AC,"Associated Capital Group Inc",40.44,1.06,+2.69%,39.66,40.44,39.33,13800,07/31/20
ACA,"Arcosa Inc",42.22,0.13,+0.31%,42.55,42.55,40.44,445900,07/31/20
ACBI,"Atlantic Capital",10,-0.3,-2.91%,10.19,10.29,9.81,73600,07/31/20
ACCO,"Acco Brands Corp",6.52,-0.38,-5.51%,6.8,6.91,6.46,441400,07/31/20
ACEL,"Accel Entertainment Inc.",7.99,-0.36,-4.31%,8.24,8.3,7.91,323700,07/31/20
ACIA,"Acacia Communica",67.98,0.32000000000001,+0.47%,67.69,68.22,67.51,677900,07/31/20
ACIW,"Aci Worldwide Inc",26.79,-0.59,-2.15%,27.25,27.25,26.41,1009500,07/31/20
ACLS,"Axcelis Tech Inc",29.42,0.13,+0.44%,29.32,29.46,28.47,336400,07/31/20
ACNB,"Acnb Corp",20.6,-0.56,-2.65%,21.22,21.5,20.09,26700,07/31/20
ACRE,"Ares Commercial Real Estate Cor",9.13,-0.049999999999999,-0.54%,9.23,9.36,8.9,346800,07/31/20
ACRX,"Acelrx Pharmaceutica",1.09,-0.04,-3.54%,1.1,1.12,1.08,690200,07/31/20
ACTG,"Acacia Res-Acacia",3.96,-0.08,-1.98%,4.02,4.04,3.89,227500,07/31/20
ADC,"Agree Realty Corp",66.97,-0.2,-0.30%,67.07,67.41,65.53,467200,07/31/20
ADES,"Advanced Emissions Solutions Inc",4.16,-0.11,-2.58%,4.26,4.27,4.02,153400,07/31/20
ADMA,"Adma Biologics",3.57,-0.17,-4.55%,3.72,4.13,3.55,15743600,07/31/20
ADNT,"Adient Plc",16.64,-0.53,-3.09%,16.9,17.12,16.08,1040300,07/31/20
ADRO,"Aduro Biotech",2.82,-0.04,-1.40%,2.82,2.84,2.74,222800,07/31/20
ADSW,"Advanced Disposal Services Inc",30.16,0,0.00%,30.19,30.19,30.11,1821400,07/31/20
ADTN,"Adtran Inc",12.42,0.17,+1.39%,12.25,12.45,12.08,309000,07/31/20
ADUS,"Addus Homecare Corp",96.41,-0.69,-0.71%,97.23,97.54,95.02,80300,07/31/20
ADVM,"Adverum Biotechnlgs",16.77,-0.89,-5.04%,17.74,17.74,16.55,1107200,07/31/20
AE,"Adams Resources & Energy",21.17,-0.73,-3.33%,21.5,21.61,21.17,3300,07/31/20
AEGN,"Aegion Corp",15.42,-0.3,-1.91%,15.51,15.73,14.88,124500,07/31/20
AEIS,"Advanced Energy",73.57,1.52,+2.11%,71.9,73.57,70.58,273500,07/31/20
AEL,"American Equity Investment Life",25.45,0.07,+0.28%,25.28,25.58,24.83,446300,07/31/20
AEO,"American Eagle Outfitters",10,-0.21,-2.06%,10.19,10.27,9.97,3536800,07/31/20
AERI,"Aerie Pharmaceuticals",11.56,-0.17,-1.45%,11.79,11.9,11.11,1141500,07/31/20
AFIN,"American Finance Trust Inc Cl A",7.3,-0.1,-1.35%,7.36,7.43,7.09,581300,07/31/20
AFMD,"Affimed N.V.",3.53,-0.17,-4.59%,3.68,3.73,3.45,1061800,07/31/20
AGEN,"Agenus Inc",3.04,-0.1,-3.18%,3.11,3.16,3,1773400,07/31/20
AGFS,"Agrofresh Solutions",2.44,0,0.00%,2.45,2.5,2.42,65100,07/31/20
AGLE,"Aeglea Biothera",6.85,-0.12,-1.72%,6.96,7.01,6.65,194500,07/31/20
AGM,"Federal Agricultural Mortgage Corp",59.51,-0.52,-0.87%,59.23,60.28,58.25,48500,07/31/20
AGRX,"Agile Therap",2.5,-0.05,-1.96%,2.58,2.59,2.4,1279800,07/31/20
AGS,"Playags Inc",3.38,-0.13,-3.70%,3.51,3.51,3.27,270900,07/31/20
AGTC,"Applied Genetic Tech",5.28,-0.04,-0.75%,5.31,5.45,5.07,222300,07/31/20
AGX,"Argan Inc",42.9,0.15,+0.35%,42.78,43.01,41.99,68900,07/31/20
AGYS,"Agilysys Inc",20.96,-0.13,-0.62%,21.03,21.45,20.5,257200,07/31/20
AHCO,"Adapthealth Corp. Cl. A",19.48,-0.009999999999998,-0.05%,19.45,19.52,18.61,457700,07/31/20
AHH,"Armada Hoffler Properties Inc",9.64,-0.17,-1.73%,9.76,9.77,9.27,483600,07/31/20
AI,"Arlington Asset Investment Corp",2.72,-0.2,-6.85%,2.86,2.91,2.72,430500,07/31/20
AIMC,"Altra Indtl Mtn",34.23,-1.79,-4.97%,35.72,36.05,33.61,449500,07/31/20
AIMT,"Aimmune Therap",13.21,-0.83,-5.91%,13.9,13.92,12.78,2216700,07/31/20
AIN,"Albany International Corp",48.08,-0.090000000000003,-0.19%,47.67,48.4,46.31,443200,07/31/20
AIR,"AAR Corp",17.22,0.44,+2.62%,16.73,17.28,16.53,335100,07/31/20
AIT,"Applied Industrial Technologies",63.12,-0.17,-0.27%,62.78,63.32,61.27,171800,07/31/20
AJRD,"Aerojet Rocketdyne Holdings",41.25,0.8,+1.98%,40.09,41.3,39.27,1156900,07/31/20
AJX,"Great Ajax Corp",8.62,0.059999999999999,+0.70%,8.56,8.63,8.37,100400,07/31/20
AKBA,"Akebia Therapeutics",11.17,-0.74,-6.21%,11.91,11.92,11.07,1005000,07/31/20
AKCA,"Akcea Therapeutics Inc",10.84,-0.75,-6.47%,11.57,11.59,10.8,304200,07/31/20
AKR,"Acadia Realty Trust",12.04,-0.23,-1.87%,12.15,12.17,11.58,573900,07/31/20
AKRO,"Akero Therapeutics Inc",35.11,-1.01,-2.80%,36.12,36.22,34.14,390900,07/31/20
AKTS,"Akoustis Technologies Inc",7.94,-0.28,-3.41%,8.25,8.41,7.72,780700,07/31/20
ALBO,"Albireo Pharma Inc",28.26,1.19,+4.40%,27.68,29.22,27.23,274800,07/31/20
ALCO,"Alico Inc",30.18,-1.02,-3.27%,31.15,31.15,29.78,8900,07/31/20
ALE,"Allete Inc",59.3,-0.24,-0.40%,58.93,59.58,58.22,312000,07/31/20
ALEC,"Alector Inc",15.67,-1.11,-6.62%,16.75,16.75,15.44,1395100,07/31/20
ALEX,"Alexander and Baldwin Inc",11.82,-0.12,-1.01%,11.8,11.89,11.34,323300,07/31/20
ALG,"Alamo Group",103.11,-3.31,-3.11%,105.7,105.7,100.4,53900,07/31/20
ALGT,"Allegiant Travel Com",112.03,0.54000000000001,+0.48%,109.99,112.19,108.61,161600,07/31/20
ALLK,"Allakos Inc",75.07,-2.52,-3.25%,77.32,78.4,73.75,219200,07/31/20
ALLO,"Allogene Therapeutics Inc",36.67,-1.45,-3.80%,38.12,38.12,35.82,779400,07/31/20
ALRM,Alarm.com,70.04,0.90000000000001,+1.30%,69.67,70.05,67.89,351500,07/31/20
ALRS,"Alerus Financial Corp",19.38,-0.46,-2.32%,19.68,19.74,18.98,28400,07/31/20
ALSK,"Alaska Commun Sys",2.28,-0.04,-1.72%,2.35,2.35,2.26,300200,07/31/20
ALTA,Altabancorp,18.75,-1.67,-8.18%,19.81,20.75,18.68,105300,07/31/20
ALTG,"Alta Equipment Group Inc.",7.6,0.35,+4.83%,7.21,7.6,7.21,81500,07/31/20
ALTR,"Altair Engineering Inc Cl A",40.3,-0.21,-0.52%,40.36,40.4,39.22,171000,07/31/20
ALX,"Alexander's Inc",251.79,-5.2,-2.02%,256.61,256.61,250,12200,07/31/20
AMAG,"Amag Pharmaceuticals",9.55,-0.32,-3.24%,9.78,9.95,9.41,888400,07/31/20
AMAL,"Amalgamated Bk",11.55,-0.16,-1.37%,11.54,12.12,11.43,43000,07/31/20
AMBA,"Ambarella Inc",45.28,-0.07,-0.15%,45.09,45.45,44.45,295400,07/31/20
AMBC,"Ambac Financial Group",12.8,-0.039999999999999,-0.31%,12.69,12.92,12.47,367200,07/31/20
AMC,"Amc Entertainment Holdings Inc",4.04,-0.08,-1.94%,4.08,4.15,3.95,2592800,07/31/20
AMCX,"Amc Networks Cl A",23.1,-0.34,-1.45%,23.27,23.29,22.21,826400,07/31/20
AMEH,"Apollo Medical Holdings Inc",16.75,-0.55,-3.18%,17.21,17.21,16.61,46100,07/31/20
AMK,"Assetmark Financial Holdings Inc",27.85,0.050000000000001,+0.18%,27.77,28.02,27.15,215700,07/31/20
AMKR,"Amkor Technology",13.59,-0.58,-4.09%,14.17,14.23,13.39,1472100,07/31/20
AMN,"Amn Healthcare Services Inc",54.94,-0.34,-0.62%,55.01,55.51,54.12,446200,07/31/20
AMNB,"American Natl Bksh",21.96,-0.64,-2.83%,22.39,23.1,21.44,19900,07/31/20
AMOT,"Allied Motion Tech",37.7,-0.34999999999999,-0.92%,37.9,38.55,37.13,23800,07/31/20
AMPH,"Amphastar Pharma",20.02,-0.33,-1.62%,20.4,20.53,19.72,283900,07/31/20
AMRC,"Ameresco Inc",27.68,-0.5,-1.77%,28.4,28.4,27.2,215600,07/31/20
AMRK,"A-Mark Precious Meta",24.09,-0.21,-0.86%,24.59,24.59,23.81,12700,07/31/20
AMRS,"Amyris Inc",4.28,-0.1,-2.28%,4.42,4.42,4.14,1394700,07/31/20
AMRX,"Amneal Pharmaceuticals Inc",4.33,-0.03,-0.69%,4.3,4.4,4.28,743800,07/31/20
AMSC,"Amer Superconductor",9.3,-0.029999999999999,-0.32%,9.32,9.51,8.96,163300,07/31/20
AMSF,"Amerisafe Inc",63.46,-0.52,-0.81%,63.65,65.79,57.29,134600,07/31/20
AMSWA,"Amer Software Inc",16.47,0.27,+1.67%,16.15,16.51,16.15,232200,07/31/20
AMTB,"Mercantil Bank Holding Cl A",13.35,0.13,+0.98%,13.22,13.42,13,57500,07/31/20
AMWD,"Amer Woodmark Cp",80.62,-1.48,-1.80%,81.71,82.4,79.28,130300,07/31/20
ANAB,"Anaptysbio Inc",17.96,-0.54,-2.92%,18.88,18.88,17.46,200700,07/31/20
ANDE,"Andersons Inc",14.22,-0.24,-1.66%,14.33,14.59,13.81,181900,07/31/20
ANF,"Abercrombie & Fitch Company",9.63,-0.23,-2.33%,9.84,9.92,9.55,2859300,07/31/20
ANGO,"Angiodynamics Inc",8.26,-0.24,-2.82%,8.47,8.56,8.05,710200,07/31/20
ANH,"Anworth Mortgage Asset Corp",1.81,-0.04,-2.16%,1.82,1.85,1.76,621800,07/31/20
ANIK,"Anika Therapeutics",36.4,-0.77,-2.07%,36.68,37.75,35.33,227700,07/31/20
ANIP,"ANI Pharma Inc",29.61,-0.69,-2.28%,30.15,30.15,28.81,97700,07/31/20
AOSL,"Alpha and Omega Semi",10.89,0.19,+1.78%,10.69,10.92,10.61,65800,07/31/20
APAM,"Artisan Partners Asset Mgmt",36.23,0.45999999999999,+1.29%,36.13,36.5,35.75,508000,07/31/20
APEI,"American Public Eduducation",29.11,-0.56,-1.89%,29.58,29.58,28.89,67000,07/31/20
APG,"Api Group Corp",13.93,-0.040000000000001,-0.29%,13.84,14.06,13.67,892100,07/31/20
APLS,"Apellis Pharmaceuticals Inc",25.89,-2.03,-7.27%,27.5,28.01,25.49,1225600,07/31/20
APLT,"Applied Therapeutics Inc",25.8,0.4,+1.57%,25.45,25.87,24.43,229200,07/31/20
APOG,"Apogee Entrpr Inc",21.59,-0.37,-1.68%,21.7,21.73,21.02,194700,07/31/20
APPF,"Appfolio Cl A",139.22,0.19,+0.14%,140.35,140.89,135,88300,07/31/20
APPN,"Appian Corp Cl A",50.87,-0.17,-0.33%,51.47,51.48,49.55,403400,07/31/20
APPS,"Digital Turbine",13.88,0.52,+3.89%,13.75,14.27,13.22,4086900,07/31/20
APRE,"Aprea Therapeutics Inc",27.43,-0.39,-1.40%,27.61,28.09,27.3,65300,07/31/20
APT,"Alpha Pro Tech",21.77,-0.71,-3.16%,22.89,23.18,21.25,1618400,07/31/20
APTS,"Preferred Apartment Communities",7.23,-0.069999999999999,-0.96%,7.25,7.29,7.07,385100,07/31/20
APTX,"Aptinyx Inc",3.77,-0.17,-4.31%,3.93,3.93,3.75,199500,07/31/20
APYX,"Apyx Medical Corp",4.49,-0.24,-5.07%,4.6,4.72,4.46,103000,07/31/20
AQST,"Aquestive Therapeutics Inc",5.26,-0.08,-1.50%,5.34,5.4,5.11,373100,07/31/20
AQUA,"Evoqua Water Technologies Corp",19.23,-0.3,-1.54%,19.34,19.4,18.64,557200,07/31/20
AR,"Antero Resources Corp",2.96,-0.04,-1.33%,3.01,3.05,2.86,7749200,07/31/20
ARA,"American Renal Associates",6.45,-0.16,-2.42%,6.7,6.7,6.38,59600,07/31/20
ARAV,"Aravive Inc",5.89,-0.26,-4.23%,6.2,6.22,5.7,278700,07/31/20
ARAY,"Accuray Incorporated",2.23,-0.04,-1.76%,2.25,2.26,2.19,433000,07/31/20
ARCB,"Arcbest Corp",30.39,-0.51,-1.65%,31.01,31.15,29.73,224100,07/31/20
ARCH,"Arch Coal Inc",31.02,0.07,+0.23%,30.38,31.07,29.62,343400,07/31/20
ARCT,"Arcturus Therapeutics Ltd",52.23,-2.57,-4.69%,55.53,57.29,49.72,1027400,07/31/20
ARDX,"Ardelyx Inc",5.65,-0.12,-2.08%,5.78,5.78,5.46,777900,07/31/20
ARGO,"Argo Group Intl Hlds",33.51,0.23,+0.69%,33.04,33.52,32.91,285100,07/31/20
ARI,"Apollo Commercial Real Estate",9.3,-0.0099999999999998,-0.11%,9.45,9.92,9.26,2017900,07/31/20
ARL,"American Realty Investors",9.24,-0.2,-2.12%,9.24,9.24,9.24,600,07/31/20
ARLO,"Arlo Technologies Inc",4.22,-0.12,-2.76%,4.36,4.36,4.05,1308400,07/31/20
ARNA,"Arena Pharmaceuticals",61.39,-0.67,-1.08%,62.05,62.28,60.27,438800,07/31/20
ARNC,"Arconic Corp",16.29,0.009999999999998,+0.06%,16.1,16.3,15.51,656800,07/31/20
AROC,"Archrock Inc",6.66,-0.34,-4.86%,6.64,6.75,6.38,1612700,07/31/20
AROW,"Arrow Financial Corp",27.3,-0.34,-1.23%,27.37,27.65,26.85,46500,07/31/20
ARQT,"Arcutis Biotherapeutics Inc",26.7,-0.92,-3.33%,29.08,29.08,26.32,115600,07/31/20
ARR,"Armour Residential R",9.34,-0.040000000000001,-0.43%,9.35,9.45,9.19,865500,07/31/20
ARTNA,"Artesian Res Cp A",35.08,-0.67,-1.87%,35.6,36.01,34.62,37000,07/31/20
ARVN,"Arvinas Inc",31.5,-0.95,-2.93%,32.4,32.4,30.52,339400,07/31/20
ARWR,"Arrowhead Pharma",43.07,-2.38,-5.24%,45.55,45.8,42.62,972500,07/31/20
ASC,"Ardmore Shipping Corp",4.11,-0.16,-3.75%,4.24,4.24,3.99,392100,07/31/20
ASGN,"On Assignment",68.46,-1.93,-2.74%,70.23,70.23,65.91,286800,07/31/20
ASIX,"Advansix Inc",12.45,0.53,+4.45%,12.1,13.47,12.1,439400,07/31/20
ASMB,"Assembly Biosciences",22.2,-0.18,-0.80%,22.34,22.38,21.31,226900,07/31/20
ASPN,"Aspen Aerogels Inc",6.35,-0.27,-4.08%,6.7,6.7,6.08,217100,07/31/20
ASPS,"Altisource Portfolio",13.43,-0.73,-5.16%,14.13,14.22,13.27,46900,07/31/20
ASPU,"Aspen Group Inc",8.8,-0.049999999999999,-0.56%,8.81,8.85,8.61,145300,07/31/20
ASTE,"Astec Inds Inc",44.49,-0.81,-1.79%,45.15,45.54,43.79,118900,07/31/20
ASUR,"Asure Software",6.45,-0.06,-0.92%,6.51,6.51,6.31,93800,07/31/20
AT,"Atlantic Power Corp",1.96,-0.01,-0.51%,1.97,1.98,1.95,289000,07/31/20
ATEC,"Alphatec Holdings",4.97,-0.17,-3.31%,5.08,5.13,4.87,258900,07/31/20
ATEN,"A10 Networks Inc",8.08,-0.13,-1.58%,8.08,8.1,7.66,809800,07/31/20
ATEX,Pdvwireless,43.58,0.43,+1.00%,43.2,43.69,42.64,88200,07/31/20
ATGE,"Adtalem Global Education Inc",34.34,-0.43,-1.24%,34.43,34.7,33.89,444200,07/31/20
ATHX,"Athersys Inc",2.56,-0.03,-1.16%,2.59,2.62,2.53,2142500,07/31/20
ATI,"Allegheny Technologies Inc",8.69,-0.37,-4.08%,8.97,9.11,8.57,2082900,07/31/20
ATKR,"Atkore International Group",26.67,0.35,+1.33%,26.1,26.71,25.9,382600,07/31/20
ATLC,"Atlanticus Hld Cp",8.17,-0.22,-2.62%,8.27,8.33,8.11,5200,07/31/20
ATLO,"Ames Natl Corp",18.5,-0.65,-3.39%,19.01,19.09,18.41,10000,07/31/20
ATNI,"Atn International",57.63,-2.05,-3.43%,59.5,59.5,55.06,61800,07/31/20
ATNX,"Athenex Inc",10.61,-0.29,-2.66%,10.94,10.94,10.4,350100,07/31/20
ATOM,"Atomera Inc",10.64,-0.68,-6.01%,11.5,11.85,10.52,817100,07/31/20
ATRA,"Atara Biotherap",12.39,-0.64,-4.91%,13.01,13.11,11.62,1038000,07/31/20
ATRC,"Atricure Inc",40.81,-1.47,-3.48%,42.02,42.22,40.18,318500,07/31/20
ATRI,"Atrion Corp",620.1,-2.4499999999999,-0.39%,622.5,623.99,617.3,13300,07/31/20
ATRO,"Astronics Cp",8.7,0.059999999999999,+0.69%,8.64,8.92,8.12,265900,07/31/20
ATRS,"Antares Pharma",2.61,-0.07,-2.61%,2.66,2.68,2.56,969800,07/31/20
ATSG,"Air Transport",24.37,0.15,+0.62%,24.24,24.38,23.93,499300,07/31/20
ATXI,"Avenue Therapeutics Inc",10.13,-0.34,-3.25%,10.4,10.57,10.1,42600,07/31/20
AUB,"Atlantic Union Bancshares Corp",22.57,-0.35,-1.53%,22.59,22.81,22.05,310200,07/31/20
AUBN,"Auburn Natl Bncp",45.5,-2.15,-4.51%,45.5,45.5,45.5,1300,07/31/20
AVA,"Avista Corp",37.13,-0.18,-0.48%,37.03,37.33,36.12,340000,07/31/20
AVAV,"Aerovironment Inc",76.55,-0.60000000000001,-0.78%,76.96,77.04,75.02,137200,07/31/20
AVCO,"Avalon Globocare",1.62,-0.02,-1.22%,1.71,1.71,1.61,121600,07/31/20
AVD,"American Vanguard Corp",13.46,-0.09,-0.66%,13.42,13.49,13.03,88500,07/31/20
AVEO,"Aveo Pharmaceuticals",4.26,-0.19,-4.27%,4.49,4.49,4.13,400200,07/31/20
AVID,"Avid Tech Inc",8.23,0.0099999999999998,+0.12%,8.26,8.28,8.12,308000,07/31/20
AVNS,"Avanos Medical Inc",30.67,-1.19,-3.74%,31.73,31.77,30.42,469300,07/31/20
AVNT,"Avient Corp.",23.9,-0.27,-1.12%,24.02,24.02,23.22,531000,07/31/20
AVRO,"Avrobio Inc",16.95,-1.07,-5.94%,17.97,17.99,16.9,202900,07/31/20
AVXL,"Anavex Lf SC",4.22,-0.25,-5.59%,4.45,4.48,4.18,662300,07/31/20
AVYA,"Avaya Holdings Corp",12.66,0.19,+1.52%,12.55,12.68,12.23,941500,07/31/20
AWH,"Aspira Womans Health Inc.",4.47,-0.02,-0.45%,4.51,4.51,4.24,452900,07/31/20
AWR,"American States Water Company",76.88,-1.45,-1.85%,77.99,78.95,76.52,719200,07/31/20
AX,"Axos Financial Inc",22.41,-0.16,-0.71%,22.21,22.44,21.66,440400,07/31/20
AXDX,"Accelerate Diagnosti",14.53,-0.45,-3.00%,15.06,15.39,14.2,163700,07/31/20
AXGN,"Axogen Inc",11.37,-0.030000000000001,-0.26%,11.43,11.49,11.23,309700,07/31/20
AXL,"American Axle & Manufacturing",7.06,-0.03,-0.42%,7.16,7.22,6.39,3356600,07/31/20
AXLA,"Axcella Health Inc",4.49,-0.12,-2.60%,4.75,4.8,4.43,197000,07/31/20
AXNX,"Axonics Modulation Technologies Inc",42.36,-0.009999999999998,-0.02%,42.24,42.73,40.86,470600,07/31/20
AXSM,"Axsome Thera",71.33,-3.27,-4.38%,74.54,75.19,71.27,424100,07/31/20
AXTI,"Axt Inc",4.79,0.1,+2.13%,4.7,4.85,4.66,417800,07/31/20
AYTU,"Aytu Bioscience Inc",1.39,0.02,+1.46%,1.36,1.49,1.35,5122500,07/31/20
AZZ,"Azz Inc",31.58,-0.46,-1.44%,31.71,31.99,30.91,163500,07/31/20
B,"Barnes Group",36.87,-0.23,-0.62%,36.59,36.9,35.63,216400,07/31/20
BANC,"First Pactrust Bancorp",10.72,-0.22,-2.01%,10.76,10.93,10.36,250500,07/31/20
BAND,"Bandwidth Inc",144.78,-4.21,-2.83%,152.67,156.99,140.67,878700,07/31/20
BANF,"Bancfirst Corp",43.56,-2.58,-5.59%,45.8,46.37,42.8,3935500,07/31/20
BANR,"Banner Corp",35.43,-0.29,-0.81%,35.43,35.45,34.46,174900,07/31/20
BATRA,"Liberty Braves CS A",18.91,-0.35,-1.82%,19.05,19.1,18.42,89400,07/31/20
BATRK,"Liberty Braves CS C",18.65,-0.35,-1.84%,18.77,18.88,18.2,252300,07/31/20
BBBY,"Bed Bath & Beyond",10.82,-0.14,-1.28%,11.07,11.14,10.5,8843600,07/31/20
BBCP,"Concrete Pumping Holdings Inc",3.74,-0.14,-3.61%,3.88,3.88,3.6,42200,07/31/20
BBIO,"Bridgebio Pharma Inc",28.14,-1.57,-5.28%,29.76,29.9,26.75,1003400,07/31/20
BBSI,"Barrett Business S",52.68,-0.32,-0.60%,53,53.11,51.74,63700,07/31/20
BBX,"Bbx Capital Corp",13.92,-0.62,-4.26%,14.07,14.08,13.57,33800,07/31/20
BCBP,"Bcb Bancorp Inc",8.05,0.010000000000002,+0.12%,8.01,8.09,7.87,73700,07/31/20
BCC,"Boise Cascade L.L.C.",46.59,-0.15,-0.32%,46.57,47.01,45.45,526900,07/31/20
BCEI,"Bonanza Creek Energy Inc",18.19,0.19,+1.06%,17.94,18.21,17.74,218800,07/31/20
BCEL,"Atreca Inc Cl A",12.95,-0.24,-1.82%,13.26,13.27,12.54,337500,07/31/20
BCLI,"Brainstorm Cell",13.55,-0.68,-4.78%,14.07,14.47,13.1,689700,07/31/20
BCML,"Bay Commercial Bk CA",10.28,-0.82,-7.39%,10.99,11.1,10.24,34100,07/31/20
BCO,"Brink's Company",44.35,-1.94,-4.19%,45.62,46.35,43.06,935700,07/31/20
BCOR,"Blucora Inc",11.79,-0.16,-1.34%,11.9,11.9,11.41,261700,07/31/20
BCOV,"Brightcove Inc",10.58,0.27,+2.62%,10.39,10.7,10.37,214100,07/31/20
BCPC,"Balchem Cp",100.26,3.02,+3.11%,99.09,100.97,97.44,297600,07/31/20
BCRX,"Biocryst Pharma Inc",4.07,-0.15,-3.55%,4.22,4.28,4.02,6036400,07/31/20
BDC,"Belden Inc",31.6,-0.87,-2.68%,32.13,32.33,30.83,393400,07/31/20
BDGE,"Bridge Bancorp Inc",18.09,-0.14,-0.77%,18.12,18.36,17.75,174800,07/31/20
BDSI,"Biodelivery Sci Intl",4.19,0.02,+0.48%,4.19,4.23,4.06,742000,07/31/20
BDTX,"Black Diamond Therapeutics Inc",27.82,-1.03,-3.57%,29.4,29.63,26.5,218900,07/31/20
BE,"Bloom Energy Corp Cl A",12.16,-0.42,-3.34%,12.66,12.75,11.63,4038200,07/31/20
BEAM,"Beam Therapeutics Inc",19.34,-1.03,-5.06%,20.5,20.96,19.05,289300,07/31/20
BEAT,"Biotelemetry Inc",42.56,-2.75,-6.07%,45.76,46.12,40.72,1022200,07/31/20
BECN,"Beacon Roofing Suppl",31.16,0.62,+2.03%,30.3,31.19,30.3,576000,07/31/20
BELFB,"Bel Fuse Inc Cl B",12.2,-0.1,-0.81%,13.39,13.79,12.06,121600,07/31/20
BFC,"Bank First National Corp [Wisconsin]",62.21,-1.59,-2.49%,63.26,63.29,62.21,5300,07/31/20
BFIN,"Bankfinancial Corp",7.29,-0.32,-4.20%,7.52,7.66,7.27,28200,07/31/20
BFS,"Saul Centers",30.71,-0.28,-0.90%,30.7,30.71,29.05,108300,07/31/20
BFST,"Business First Bancshares Inc",13.64,0.09,+0.66%,13.51,13.8,13.44,30000,07/31/20
BFYT,"Benefytt Technologies Inc.",30.92,0.040000000000003,+0.13%,30.89,30.95,30.88,190300,07/31/20
BGCP,"Bgc Partners Cl A",2.77,0.01,+0.36%,2.73,2.78,2.61,5228100,07/31/20
BGS,"B&G Foods Holdings",28.91,1.32,+4.78%,28.5,29.65,28.25,2325000,07/31/20
BGSF,"Bg Staffing",9.08,-0.35,-3.71%,9.47,9.47,9.04,76100,07/31/20
